X Ref,Name,Receipt Text,Ranking,Loyality Required,Start Date,End Date,Active,Qualifiers,,,,,
,,,,,,,,Retail Item Group,Minimum Identifier,Minimum Value,Discount Type,Discount Value,Reduces Tax
1163658,TO6-BEF COPN 12 Q2 19 CN-20,BEF COPN 12 Q2 19 CN-20,25,n,2019-08-01,2019-12-28,y,Moist BEF 2019 COPN-Can,Quantity,20,Price Discount,20,y
1163628,TO6-BEF COPN 12 Q2 19 CN-3,BEF COPN 12 Q2 19 CN-3,42,n,2019-08-01,2019-12-28,y,Moist BEF 2019 COPN-Can,Quantity,3,Price Discount,2,y
1163631,TO6-BEF COPN 12 Q2 19 CN-4,BEF COPN 12 Q2 19 CN-4,41,n,2019-08-01,2019-12-28,y,Moist BEF 2019 COPN-Can,Quantity,4,Price Discount,4,y
1163634,TO6-BEF COPN 12 Q2 19 CN-5,BEF COPN 12 Q2 19 CN-5,40,n,2019-08-01,2019-12-28,y,Moist BEF 2019 COPN-Can,Quantity,5,Price Discount,4,y
1163635,TO6-BEF COPN 12 Q2 19 CN-6,BEF COPN 12 Q2 19 CN-6,39,n,2019-08-01,2019-12-28,y,Moist BEF 2019 COPN-Can,Quantity,6,Price Discount,6,y
1163636,TO6-BEF COPN 12 Q2 19 CN-7,BEF COPN 12 Q2 19 CN-7,38,n,2019-08-01,2019-12-28,y,Moist BEF 2019 COPN-Can,Quantity,7,Price Discount,6,y
1163638,TO6-BEF COPN 12 Q2 19 CN-8,BEF COPN 12 Q2 19 CN-8,37,n,2019-08-01,2019-12-28,y,Moist BEF 2019 COPN-Can,Quantity,8,Price Discount,8,y
1163639,TO6-BEF COPN 12 Q2 19 CN-9,BEF COPN 12 Q2 19 CN-9,36,n,2019-08-01,2019-12-28,y,Moist BEF 2019 COPN-Can,Quantity,9,Price Discount,8,y
1163652,TO6-COPN LOY 9-COPN LOY 9-10,COPN LOY 9-10,11,y,2019-08-01,2019-12-28,y,601 COPNHGN INSTANT DISCOUNT-CAN,Quantity,10,Price Discount,10.5,y
1163650,TO6-COPN LOY 9-COPN LOY 9-11,COPN LOY 9-11,10,y,2019-08-01,2019-12-28,y,601 COPNHGN INSTANT DISCOUNT-CAN,Quantity,11,Price Discount,10.5,y
1163647,TO6-COPN LOY 9-COPN LOY 9-12,COPN LOY 9-12,9,y,2019-08-01,2019-12-28,y,601 COPNHGN INSTANT DISCOUNT-CAN,Quantity,12,Price Discount,12.5,y
1163644,TO6-COPN LOY 9-COPN LOY 9-13,COPN LOY 9-13,8,y,2019-08-01,2019-12-28,y,601 COPNHGN INSTANT DISCOUNT-CAN,Quantity,13,Price Discount,12.5,y
1163642,TO6-COPN LOY 9-COPN LOY 9-14,COPN LOY 9-14,7,y,2019-08-01,2019-12-28,y,601 COPNHGN INSTANT DISCOUNT-CAN,Quantity,14,Price Discount,14.5,y
1163640,TO6-COPN LOY 9-COPN LOY 9-15,COPN LOY 9-15,6,y,2019-08-01,2019-12-28,y,601 COPNHGN INSTANT DISCOUNT-CAN,Quantity,15,Price Discount,14.5,y
1163637,TO6-COPN LOY 9-COPN LOY 9-16,COPN LOY 9-16,5,y,2019-08-01,2019-12-28,y,601 COPNHGN INSTANT DISCOUNT-CAN,Quantity,16,Price Discount,16.5,y
1163633,TO6-COPN LOY 9-COPN LOY 9-17,COPN LOY 9-17,4,y,2019-08-01,2019-12-28,y,601 COPNHGN INSTANT DISCOUNT-CAN,Quantity,17,Price Discount,16.5,y
1163632,TO6-COPN LOY 9-COPN LOY 9-18,COPN LOY 9-18,3,y,2019-08-01,2019-12-28,y,601 COPNHGN INSTANT DISCOUNT-CAN,Quantity,18,Price Discount,18.5,y
1163630,TO6-COPN LOY 9-COPN LOY 9-19,COPN LOY 9-19,2,y,2019-08-01,2019-12-28,y,601 COPNHGN INSTANT DISCOUNT-CAN,Quantity,19,Price Discount,18.5,y
1163664,TO6-COPN LOY 9-COPN LOY 9-2,COPN LOY 9-2,19,y,2019-08-01,2019-12-28,y,601 COPNHGN INSTANT DISCOUNT-CAN,Quantity,2,Price Discount,2.5,y
1163629,TO6-COPN LOY 9-COPN LOY 9-20,COPN LOY 9-20,1,y,2019-08-01,2019-12-28,y,601 COPNHGN INSTANT DISCOUNT-CAN,Quantity,20,Price Discount,20.5,y
1163663,TO6-COPN LOY 9-COPN LOY 9-3,COPN LOY 9-3,18,y,2019-08-01,2019-12-28,y,601 COPNHGN INSTANT DISCOUNT-CAN,Quantity,3,Price Discount,2.5,y
1163662,TO6-COPN LOY 9-COPN LOY 9-4,COPN LOY 9-4,17,y,2019-08-01,2019-12-28,y,601 COPNHGN INSTANT DISCOUNT-CAN,Quantity,4,Price Discount,4.5,y
1163661,TO6-COPN LOY 9-COPN LOY 9-5,COPN LOY 9-5,16,y,2019-08-01,2019-12-28,y,601 COPNHGN INSTANT DISCOUNT-CAN,Quantity,5,Price Discount,4.5,y
1163660,TO6-COPN LOY 9-COPN LOY 9-6,COPN LOY 9-6,15,y,2019-08-01,2019-12-28,y,601 COPNHGN INSTANT DISCOUNT-CAN,Quantity,6,Price Discount,6.5,y
1163659,TO6-COPN LOY 9-COPN LOY 9-7,COPN LOY 9-7,14,y,2019-08-01,2019-12-28,y,601 COPNHGN INSTANT DISCOUNT-CAN,Quantity,7,Price Discount,6.5,y
1163657,TO6-COPN LOY 9-COPN LOY 9-8,COPN LOY 9-8,13,y,2019-08-01,2019-12-28,y,601 COPNHGN INSTANT DISCOUNT-CAN,Quantity,8,Price Discount,8.5,y
1163654,TO6-COPN LOY 9-COPN LOY 9-9,COPN LOY 9-9,12,y,2019-08-01,2019-12-28,y,601 COPNHGN INSTANT DISCOUNT-CAN,Quantity,9,Price Discount,8.5,y
